"CODICE DELL'EDIFICIO";EDIFICIO;COMUNE;"INDIRIZZO PRINCIPALE";"CODICE DEL PIANO";PIANO;"CODICE DEL LOCALE";LOCALE;NOTE;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1220;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1230;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1240;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1250;"Locale tecnico";"Sala Server";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1260;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0010;"Locale tecnico";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0020;Deposito;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0030;Deposito;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0040;"Vano scale";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0050;Ripostiglio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0060;Ascensore;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0070;Disimpegno;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0080;Corridoio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0090;Deposito;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0095;"Locale usato dalla S.O.R.I.S.";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0096;"Locale usato dalla S.O.R.I.S.";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0100;Corridoio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0110;"Locale tecnico";"Serbatoio gasolio";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0120;Deposito;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0130;"Vano scale";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0140;Deposito;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0150;Deposito;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0160;Corridoio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_S01;"Piano interrato";031-A_S01_0170;Deposito;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0010;Corridoio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0020;Aula;"aula E capienza 56 posti";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0030;Portineria;"non utilizzato";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0040;Magazzino;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0050;"Servizi igienici";"servizi igienici uomini";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0060;"Servizi igienici";"servizi igienici donne";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0070;Aula;"aula D capienza 177 posti";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0080;Aula;"aula A capienza 218 posti";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0090;Aula;"aula B capienza 218 posti";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0100;Aula;"aula C capienza 177 posti";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0110;Corridoio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0120;"Servizi igienici";"servizi igienici uomini";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0130;"Servizi igienici";"servizi igienici donne";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0140;"Locale tecnico";;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0150;Corridoio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0160;"Locale tecnico";"quadri elettrici";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0170;"Locale tecnico";Server;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0180;"Locale stampanti";;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0190;Ufficio;"Ufficio tecnici macchine/sportello informazioni";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0200;Corridoio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0210;"Cavedio tecnico";"quadri elettrici";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0220;Aula;"aula informatica ""J.L.Von Neumann"" capienza 60 posti";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0230;Aula;"aula informatica ""C.Babbage"" capienza 20 posti";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0240;Aula;"aula informatica Postel capienza 18 posti";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0250;Aula;"aula informatica "" A. Turing"" capienza 120 posti";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0260;Aula;"aula informatica ""E.W.Dijkstra"" capienza 72 posti";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P00;"Piano terra";032-A_P00_0270;Aula;"Aula F- capienza 108 posti";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P01;"Piano primo ammezzato";032-A_P01_0280;Ufficio;"Dip. di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P01;"Piano primo ammezzato";032-A_P01_0290;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P01;"Piano primo ammezzato";032-A_P01_0300;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P01;"Piano primo ammezzato";032-A_P01_0310;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P01;"Piano primo ammezzato";032-A_P01_0320;Deposito;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P01;"Piano primo ammezzato";032-A_P01_0330;Corridoio;"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P01;"Piano primo ammezzato";032-A_P01_0340;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P01;"Piano primo ammezzato";032-A_P01_0350;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P01;"Piano primo ammezzato";032-A_P01_0360;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P01;"Piano primo ammezzato";032-A_P01_0370;"Servizi igienici";;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P01;"Piano primo ammezzato";032-A_P01_0380;Corridoio;"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0390;Biblioteca;"sala consultazione";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0400;"Locale tecnico";"bombole anticendio";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0410;"Servizi igienici";"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0420;"Servizi igienici";"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0430;"Servizi igienici";"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0440;Biblioteca;"ufficio biblioteca";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0450;Corridoio;"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0460;Ufficio;"Segreteria didattica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0470;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0480;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0490;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0500;Ingresso;"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0510;"Servizi igienici";"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0520;Deposito;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0530;Corridoio;"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0540;Corridoio;"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0550;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0560;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0570;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0580;Ufficio;"Web tecnology Lab";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0590;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0600;"Sala riunioni";"Sala riunioni";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0605;Deposito;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0610;Laboratorio;"Laboratorio segnali e immagini ""G.Tamburelli""";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0620;"Sala studio";"Sala studio";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0630;Deposito;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0640;Deposito;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0650;"Servizi igienici";"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0660;"Servizi igienici";"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0670;Corridoio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0680;"Locale tecnico";;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0690;Deposito;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0700;"Locale fotocopie";;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0710;Reception;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0720;"Locale tecnico";;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0730;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0740;Ingresso;"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0750;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0770;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0780;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0790;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0800;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0810;"Sala ricreazione";;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0820;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0830;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0840;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0850;Corridoio;"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0860;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0870;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0880;"Servizi igienici";"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0890;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0900;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0910;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0920;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0930;"Servizi igienici";"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0940;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0950;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0960;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0970;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0980;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_0990;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1000;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1010;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1020;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1030;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1040;"Locale tecnico";;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1050;Deposito;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1060;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1070;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1080;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1090;Corridoio;"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1100;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1110;Deposito;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1120;"Servizi igienici";"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1130;Ufficio;"Segreteria amministrativa";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1140;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1150;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1160;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1170;Corridoio;"Dipartimento di Informatica";
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1180;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1190;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1200;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1210;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1220;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1230;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1240;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1250;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1260;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1270;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1280;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1290;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1300;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1310;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1320;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1330;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1340;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1350;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1360;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1370;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1380;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1390;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1400;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1410;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1420;Ufficio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1430;Corridoio;;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P02;"Piano primo";032-A_P02_1440;"Locale fotocopie";;
032-A;"Centro Pier della Francesca blocco 1";Torino;"Via Pessinetto 12";032-A_P03;"Piano sottotetto";032-A_P03_1270;"Locale tecnico";"cabina elettrica";
032-B;"Centro Pier della Francesca blocco 2";Torino;"C.so Svizzera 185";032-B_S01;"Magazzino Corso Svizzera 185 e Parcheggio di Via Nole 49D";032-B_S01_0010;"Parcheggio di Via Nole, 49D";"Dip. di Informatica";
